year  Quebec  Ontario  Alberta  British-Columbia Canada(excluding territories)
2015  10.90   10.77     07.77      09.30            10.60
2016  09.82   12.20     09.77      08.53            10.70
2017  09.58   11.98     11.97      08.45            10.95
2018  10.65   11.28     11.02      08.52            10.78
2019  10.48   13.03     11.33      09.53            11.70
2020  09.52   11.17     10.73      07.53            10.60
2021  10.47   11.48     09.82      07.77            10.75
